ekatte_code,settlement_name_bg,settlement_name_en,settlement_type,oblast_code,oblast_name_bg,obshtina_name_bg,nuts3_code
61577,Радомир,Radomir,град,PER,Перник,Радомир,BG414
61580,Радомирци,Radomirtsi,село,PVN,Плевен,Червен бряг,BG314
61594,Радотина,Radotina,село,SFO,София,Ботевград,BG412
61604,Радуил,Raduil,село,SFO,София,Самоков,BG412
61618,Радуй,Raduy,село,PER,Перник,Перник,BG414
61621,Радуловци,Radulovtsi,село,SFO,София,Сливница,BG412
61635,Радунци,Raduntsi,село,SZR,Стара Загора,Мъглиж,BG344
61649,Раевци,Raevtsi,село,GAB,Габрово,Трявна,BG322
61652,Разбоище,Razboishte,село,SFO,София,Годеч,BG412
61666,Разбойна,Razboyna,село,BGS,Бургас,Руен,BG341
61676,Разбойна,Razboyna,село,TGV,Търговище,Търговище,BG334
61697,Развигорово,Razvigorovo,село,SHU,Шумен,Хитрино,BG333
61707,Разград,Razgrad,село,MON,Монтана,Вълчедръм,BG312
61710,Разград,Razgrad,град,RAZ,Разград,Разград,BG324
61724,Раздел,Razdel,село,SLS,Силистра,Дулово,BG325
61738,Раздел,Razdel,село,JAM,Ямбол,Елхово,BG343
61741,Разделна,Razdelna,село,VAR,Варна,Белослав,BG331
61755,Разделна,Razdelna,село,SZR,Стара Загора,Гълъбово,BG344
61769,Разделци,Razdeltsi,село,TGV,Търговище,Антоново,BG334
61772,Раздол,Razdol,село,BLG,Благоевград,Струмяни,BG413
61791,Княжевско,Knyazhevsko,село,SZR,Стара Загора,Опан,BG344
61807,Разлив,Razliv,село,SFO,София,Правец,BG412
61813,Разлог,Razlog,град,BLG,Благоевград,Разлог,BG413
61830,Разсоха,Razsoha,село,VTR,Велико Търново,Златарица,BG321
61844,Райкова могила,Raykova mogila,село,HKV,Хасково,Свиленград,BG422
61861,Райковци,Raykovtsi,село,VTR,Велико Търново,Велико Търново,BG321
61875,Райнино,Raynino,село,RAZ,Разград,Исперих,BG324
61889,Райново,Raynovo,село,HKV,Хасково,Димитровград,BG422
61892,Райновци,Raynovtsi,село,VTR,Велико Търново,Елена,BG321
61902,Райновци,Raynovtsi,село,GAB,Габрово,Габрово,BG322
61916,Райнушковци,Raynushkovtsi,село,GAB,Габрово,Трявна,BG322
61922,Райово,Rayovo,село,SFO,София,Самоков,BG412
61933,Ракево,Rakevo,село,VRC,Враца,Криводол,BG313
61947,Ракиловци,Rakilovtsi,село,PER,Перник,Ковачевци,BG414
61950,Ракита,Rakita,село,PVN,Плевен,Червен бряг,BG314
61964,Ракита,Rakita,село,SFO,София,Сливница,BG412
61978,Ракитна,Rakitna,село,BLG,Благоевград,Симитли,BG413
61995,Ракитница,Rakitnitsa,село,SZR,Стара Загора,Стара Загора,BG344
62004,Ракитово,Rakitovo,град,PAZ,Пазарджик,Ракитово,BG423
62013,Раклиново,Raklinovo,село,BGS,Бургас,Айтос,BG341
62027,Раклица,Raklitsa,село,BGS,Бургас,Карнобат,BG341
62044,Раковица,Rakovitsa,село,VID,Видин,Макреш,BG311
62058,Раково,Rakovo,село,KNL,Кюстендил,Невестино,BG415
62061,Раково,Rakovo,село,SLV,Сливен,Сливен,BG342
62075,Раковски,Rakovski,град,PDV,Пловдив,Раковски,BG421
62089,Раковски,Rakovski,село,RAZ,Разград,Разград,BG324
62092,Раковски,Rakovski,село,DOB,Добрич,Каварна,BG332
62102,Раковсково,Rakovskovo,село,BGS,Бургас,Несебър,BG341
62116,Ралево,Ralevo,село,PVN,Плевен,Плевен,BG314
62120,Ралевци,Ralevtsi,село,GAB,Габрово,Трявна,BG322
62133,Ралиновци,Ralinovtsi,село,VTR,Велико Търново,Елена,BG321
62147,Ралица,Ralitsa,село,KRZ,Кърджали,Момчилград,BG425
62164,Ралица,Ralitsa,село,TGV,Търговище,Търговище,BG334
62178,Раличево,Ralichevo,село,KRZ,Кърджали,Крумовград,BG425
62181,Раненци,Ranentsi,село,KNL,Кюстендил,Кюстендил,BG415
62195,Рани лист,Rani list,село,KRZ,Кърджали,Кърджали,BG425
62205,Рани луг,Rani lug,село,PER,Перник,Трън,BG414
62219,Расник,Rasnik,село,PER,Перник,Перник,BG414
62222,Расово,Rasovo,село,MON,Монтана,Медковец,BG312
62236,Растник,Rastnik,село,KRZ,Кърджали,Кирково,BG425
62245,Раховци,Rahovtsi,село,GAB,Габрово,Габрово,BG322
62253,Рачевци,Rachevtsi,село,GAB,Габрово,Габрово,BG322
62267,Рачовци,Rachovtsi,село,GAB,Габрово,Трявна,BG322
62270,Рашевци,Rashevtsi,село,VTR,Велико Търново,Велико Търново,BG321
62284,Рашка Гращица,Rashka Grashtitsa,село,KNL,Кюстендил,Невестино,BG415
62298,Рашково,Rashkovo,село,SFO,София,Ботевград,BG412
62308,Рашовите,Rashovite,село,GAB,Габрово,Трявна,BG322
62311,Рашовица,Rashovitsa,село,MON,Монтана,Берковица,BG312
62325,Раювци,Rayuvtsi,село,VTR,Велико Търново,Елена,BG321
62339,Раяновци,Rayanovtsi,село,VID,Видин,Белоградчик,BG311
62342,Раяновци,Rayanovtsi,село,SFO,София,Драгоман,BG412
62356,Раянци,Rayantsi,село,PER,Перник,Земен,BG414
62360,Ребревци,Rebrevtsi,село,VTR,Велико Търново,Елена,BG321
62373,Ребро,Rebro,село,PER,Перник,Брезник,BG414
62387,Реброво,Rebrovo,село,SFO,София,Своге,BG412
62390,Ребърково,Rebarkovo,село,VRC,Враца,Мездра,BG313
62400,Редешковци,Redeshkovtsi,село,GAB,Габрово,Габрово,BG322
62414,Редина,Redina,село,SFO,София,Своге,BG412
62428,Режинци,Rezhintsi,село,KNL,Кюстендил,Кюстендил,BG415
62431,Резач,Rezach,село,VTR,Велико Търново,Златарица,BG321
62445,Резбарци,Rezbartsi,село,KRZ,Кърджали,Кърджали,BG425
62459,Резово,Rezovo,село,BGS,Бургас,Царево,BG341
62462,Река,Reka,село,SML,Смолян,Смолян,BG424
62476,Рекичка,Rekichka,село,VTR,Велико Търново,Златарица,BG321
62486,Рельово,Relyovo,село,SFO,София,Самоков,BG412
62493,Репляна,Replyana,село,VID,Видин,Чупрене,BG311
62503,Реселец,Reselets,село,PVN,Плевен,Червен бряг,BG314
62517,Ресен,Resen,село,VTR,Велико Търново,Велико Търново,BG321
62520,Ресилово,Resilovo,село,KNL,Кюстендил,Сапарева баня,BG415
62534,Речани,Rechani,село,SML,Смолян,Смолян,BG424
62548,Речица,Rechitsa,село,BGS,Бургас,Руен,BG341
62565,Реяновци,Reyanovtsi,село,PER,Перник,Трън,BG414
62579,Рибарица,Ribaritsa,село,LOV,Ловеч,Тетевен,BG315
62582,Рибарица,Ribaritsa,село,SFO,София,Етрополе,BG412
62596,Рибен,Riben,село,PVN,Плевен,Долна Митрополия,BG314
62606,Рибен дол,Riben dol,село,SML,Смолян,Баните,BG424
62617,Рибино,Ribino,село,KRZ,Кърджали,Крумовград,BG425
62623,Рибник,Ribnik,село,BLG,Благоевград,Петрич,BG413
62637,Рибница,Ribnitsa,село,SML,Смолян,Рудозем,BG424
62640,Рибново,Ribnovo,село,BLG,Благоевград,Гърмен,BG413
62654,Ридино,Ridino,село,KRZ,Кърджали,Джебел,BG425
62668,Ридово,Ridovo,село,KRZ,Кърджали,Кърджали,BG425
62671,Рила,Rila,град,KNL,Кюстендил,Рила,BG415
62685,Рилски манастир,Rilski manastir,манастир,KNL,Кюстендил,Рила,BG415
62699,Рилци,Riltsi,село,BLG,Благоевград,Благоевград,BG413
62712,Рисиманово,Risimanovo,село,SZR,Стара Загора,Раднево,BG344
62726,Ритя,Ritya,село,GAB,Габрово,Дряново,BG322
62732,Риш,Rish,село,SHU,Шумен,Смядово,BG333
62757,Робово,Robovo,село,JAM,Ямбол,Тунджа,BG343
62760,Ровина,Rovina,село,SML,Смолян,Смолян,BG424
62774,Рогач,Rogach,село,KRZ,Кърджали,Крумовград,BG425
62788,Рогачево,Rogachevo,село,DOB,Добрич,Балчик,BG332
62791,Роглец,Roglets,село,VID,Видин,Ружинци,BG311
62801,Рогозари,Rogozari,село,KRZ,Кърджали,Джебел,BG425
62815,Рогозен,Rogozen,село,VRC,Враца,Хайредин,BG313
62829,Рогозина,Rogozina,село,DOB,Добрич,Генерал Тошево,BG332
62832,Рогозиново,Rogozinovo,село,HKV,Хасково,Харманли,BG422
62846,Рогозче,Rogozche,село,KRZ,Кърджали,Джебел,BG425
62858,Рогош,Rogosh,село,PDV,Пловдив,Марица,BG421
62877,Родина,Rodina,село,VTR,Велико Търново,Златарица,BG321
62880,Родопи,Rodopi,село,HKV,Хасково,Хасково,BG422
62894,Родопско,Rodopsko,село,KRZ,Кърджали,Ардино,BG425
62904,Рожден,Rozhden,село,BGS,Бургас,Руен,BG341
62918,Рожен,Rozhen,село,BLG,Благоевград,Сандански,BG413
62921,Роза,Roza,село,JAM,Ямбол,Тунджа,BG343
62935,Розино,Rozino,село,HKV,Хасково,Ивайловград,BG422
62949,Розино,Rozino,село,PDV,Пловдив,Карлово,BG421
62966,Розовец,Rozovets,село,PDV,Пловдив,Брезово,BG421
62973,Розово,Rozovo,село,PAZ,Пазарджик,Брацигово,BG423
62983,Розово,Rozovo,село,SZR,Стара Загора,Казанлък,BG344
62997,Роман,Roman,град,VRC,Враца,Роман,BG313
63001,Ропот,Ropot,село,SFO,София,Годеч,BG412
63015,Атия,Atia,село,BGS,Бургас,Созопол,BG341
63029,Росен,Rosen,село,BGS,Бургас,Созопол,BG341
63032,Росен,Rosen,село,PAZ,Пазарджик,Пазарджик,BG423
63046,Росен,Rosen,село,DOB,Добрич,Генерал Тошево,BG332
63055,Росеново,Rosenovo,село,BGS,Бургас,Средец,BG341
63063,Росеново,Rosenovo,село,DOB,Добрич,Добрич-селска,BG332
63077,Росина,Rosina,село,TGV,Търговище,Търговище,BG334
63080,Росица,Rositsa,село,VTR,Велико Търново,Павликени,BG321
63094,Росица,Rositsa,село,DOB,Добрич,Генерал Тошево,BG332
63104,Росица,Rositsa,село,TGV,Търговище,Омуртаг,BG334
63118,Росно,Rosno,село,VTR,Велико Търново,Златарица,BG321
63121,Росоман,Rosoman,село,SFO,София,Божурище,BG412
63135,Рояк,Royak,село,VAR,Варна,Дългопол,BG331
63149,Лозен,Lozen,село,SZR,Стара Загора,Стара Загора,BG344
63152,Рударци,Rudartsi,село,PER,Перник,Перник,BG414
63166,Рудина,Rudina,село,BGS,Бургас,Руен,BG341
63170,Рудина,Rudina,село,KRZ,Кърджали,Кърджали,BG425
63197,Рудник,Rudnik,село,VAR,Варна,Долни чифлик,BG331
63207,Рудозем,Rudozem,град,SML,Смолян,Рудозем,BG424
63210,Руевци,Ruevtsi,село,GAB,Габрово,Трявна,BG322
63224,Руен,Ruen,село,BGS,Бургас,Руен,BG341
63238,Руен,Ruen,село,PDV,Пловдив,Куклен,BG421
63241,Руец,Ruets,село,TGV,Търговище,Търговище,BG334
63255,Ружинци,Ruzhintsi,село,VID,Видин,Ружинци,BG311
63269,Ружица,Ruzhitsa,село,SHU,Шумен,Никола Козлево,BG333
63272,Ружица,Ruzhitsa,село,JAM,Ямбол,Болярово,BG343
63286,Руйно,Ruyno,село,SLS,Силистра,Дулово,BG325
63296,Руйчовци,Ruychovtsi,село,GAB,Габрово,Габрово,BG322
63301,Руманя,Rumanya,село,SZR,Стара Загора,Стара Загора,BG344
63313,Румелия,Rumelia,село,HKV,Хасково,Маджарово,BG422
63327,Румянцево,Rumyantsevo,село,LOV,Ловеч,Луковит,BG315
63330,Руня,Runya,село,GAB,Габрово,Дряново,BG322
63344,Рупките,Rupkite,село,SZR,Стара Загора,Чирпан,BG344
63358,Рупци,Ruptsi,село,VID,Видин,Видин,BG311
63361,Рупци,Ruptsi,село,PVN,Плевен,Червен бряг,BG314
63375,Рупча,Rupcha,село,BGS,Бургас,Руен,BG341
63392,Русалина,Rusalina,село,KRZ,Кърджали,Черноочене,BG425
63402,Русалско,Rusalsko,село,KRZ,Кърджали,Ардино,BG425
63416,Русаля,Rusalya,село,VTR,Велико Търново,Велико Търново,BG321
63427,Русе,Ruse,град,RSE,Русе,Русе,BG323
63447,Русиновци,Rusinovtsi,село,GAB,Габрово,Дряново,BG322
63450,Руска Бела,Ruska Bela,село,VRC,Враца,Мездра,BG313
63464,Русковци,Ruskovtsi,село,VTR,Велико Търново,Велико Търново,BG321
63478,Русокастро,Rusokastro,село,BGS,Бургас,Камено,BG341
63481,Рустан,Rustan,село,SML,Смолян,Мадан,BG424
63495,Руховци,Ruhovtsi,село,VTR,Велико Търново,Елена,BG321
63505,Ручей,Ruchey,село,KRZ,Кърджали,Крумовград,BG425
63519,Ръжавец,Razhavets,село,PER,Перник,Брезник,BG414
63522,Ръжана,Razhana,село,SFO,София,Ихтиман,BG412
63536,Раждавица,Razhdavitsa,село,KNL,Кюстендил,Кюстендил,BG415
63542,Ръждак,Razhdak,село,BLG,Благоевград,Петрич,BG413
63553,Ръжево,Razhevo,село,PDV,Пловдив,Калояново,BG421
63567,Ръжево Конаре,Razhevo Konare,село,PDV,Пловдив,Калояново,BG421
63570,Ръжена,Razhena,село,SZR,Стара Загора,Казанлък,BG344
63584,Ръженово,Razhenovo,село,HKV,Хасково,Маджарово,BG422
63598,Ръжица,Razhitsa,село,BGS,Бургас,Руен,BG341
63608,Ръсово,Rasovo,село,KNL,Кюстендил,Кюстендил,BG415
63611,Рът,Rat,село,KRZ,Кърджали,Джебел,BG425
63639,Рътлина,Ratlina,село,TGV,Търговище,Омуртаг,BG334
63668,Ряхово,Ryahovo,село,RSE,Русе,Сливо поле,BG323
63673,Ряховците,Ryahovtsite,село,GAB,Габрово,Севлиево,BG322
63687,Рохлева,Rohleva,село,PAZ,Пазарджик,Велинград,BG423
63690,Рязковци,Ryazkovtsi,село,GAB,Габрово,Габрово,BG322
63700,Ракитница,Rakitnitsa,село,VID,Видин,Брегово,BG311
63714,Рожденско,Rozhdensko,село,KRZ,Кърджали,Джебел,BG425
65019,Сава,Sava,село,VAR,Варна,Дългопол,BG331
65022,Савин,Savin,село,RAZ,Разград,Кубрат,BG324
65036,Савино,Savino,село,JAM,Ямбол,Тунджа,BG343
65047,Савойски,Savoyski,село,KNL,Кюстендил,Кюстендил,BG415
65067,Садина,Sadina,село,TGV,Търговище,Попово,BG334
65070,Садовец,Sadovets,село,PVN,Плевен,Долни Дъбник,BG314
65084,Садовик,Sadovik,село,PER,Перник,Брезник,BG414
65098,Садовица,Sadovitsa,село,KRZ,Кърджали,Момчилград,BG425
65108,Садово,Sadovo,село,BLG,Благоевград,Хаджидимово,BG413
65111,Садово,Sadovo,село,BGS,Бургас,Сунгурларе,BG341
65125,Садово,Sadovo,село,VAR,Варна,Аврен,BG331
65139,Садово,Sadovo,град,PDV,Пловдив,Садово,BG421
65142,Сажденик,Sazhdenik,село,KNL,Кюстендил,Кюстендил,BG415
65156,Сакарци,Sakartsi,село,HKV,Хасково,Тополовград,BG422
65162,Саласука,Salasuka,село,GAB,Габрово,Дряново,BG322
65173,Салаш,Salash,село,VID,Видин,Белоградчик,BG311
65187,Салманово,Salmanovo,село,SHU,Шумен,Шумен,BG333
65190,Самовила,Samovila,село,KRZ,Кърджали,Крумовград,BG425
65200,Самоводене,Samovodene,село,VTR,Велико Търново,Велико Търново,BG321
65214,Самодива,Samodiva,село,KRZ,Кърджали,Кирково,BG425
65228,Самокитка,Samokitka,село,KRZ,Кърджали,Кирково,BG425
65231,Самоков,Samokov,град,SFO,София,Самоков,BG412
65245,Самораново,Samoranovo,село,KNL,Кюстендил,Дупница,BG415
65259,Самотино,Samotino,село,VAR,Варна,Бяла,BG331
65262,Самсиите,Samsiite,село,VTR,Велико Търново,Велико Търново,BG321
65276,Самуил,Samuil,село,RAZ,Разград,Самуил,BG324
65288,Самуилова крепост,Samuilova krepost,село,BLG,Благоевград,Петрич,BG413
65293,Самуилово,Samuilovo,село,BLG,Благоевград,Петрич,BG413
65303,Самуилово,Samuilovo,село,SLV,Сливен,Сливен,BG342
65317,Самуилово,Samuilovo,село,SZR,Стара Загора,Стара Загора,BG344
65320,Санадиново,Sanadinovo,село,PVN,Плевен,Никопол,BG314
65334,Сандански,Sandanski,град,BLG,Благоевград,Сандански,BG413
65348,Сандрово,Sandrovo,село,RSE,Русе,Русе,BG323
65351,Сан-Стефано,San-Stefano,село,BGS,Бургас,Карнобат,BG341
65365,Сапарева баня,Sapareva banya,град,KNL,Кюстендил,Сапарева баня,BG415
65379,Сапарево,Saparevo,село,KNL,Кюстендил,Сапарева баня,BG415
65396,Сараево,Saraevo,село,VRC,Враца,Мизия,BG313
65406,Саранско,Saransko,село,JAM,Ямбол,Стралджа,BG343
65419,Саранци,Sarantsi,село,SFO,София,Горна Малина,BG412
65437,Сарая,Saraya,село,PAZ,Пазарджик,Пазарджик,BG423
65440,Сатовча,Satovcha,село,BLG,Благоевград,Сатовча,BG413
65454,Сбор,Sbor,село,KRZ,Кърджали,Крумовград,BG425
65468,Сбор,Sbor,село,PAZ,Пазарджик,Пазарджик,BG423
65471,Петко Каравелово,Petko Karavelovo,село,VTR,Велико Търново,Полски Тръмбеш,BG321
65485,Сборино,Sborino,село,HKV,Хасково,Ивайловград,BG422
65499,Сборище,Sborishte,село,SLV,Сливен,Твърдица,BG342
65509,Сваленик,Svalenik,село,RSE,Русе,Иваново,BG323
65512,Сватбаре,Svatbare,село,KRZ,Кърджали,Кърджали,BG425
65526,Свежен,Svezhen,село,PDV,Пловдив,Брезово,BG421
65534,Света Петка,Sveta Petka,село,PAZ,Пазарджик,Велинград,BG423
65543,Свети Никола,Sveti Nikola,село,DOB,Добрич,Каварна,BG332
65557,Светлен,Svetlen,село,TGV,Търговище,Попово,BG334
65560,Светлина,Svetlina,село,BGS,Бургас,Средец,BG341
65574,Светлина,Svetlina,село,HKV,Хасково,Димитровград,BG422
65588,Светлина,Svetlina,село,HKV,Хасково,Тополовград,BG422
65591,Светля,Svetlya,село,PER,Перник,Ковачевци,BG414
65601,Световрачене,Svetovrachene,село,SOF,София (столица),Столична,BG411
65615,Светослав,Svetoslav,село,SLS,Силистра,Кайнарджа,BG325
65629,Светослав,Svetoslav,село,HKV,Хасково,Стамболово,BG422
65632,Светославци,Svetoslavtsi,село,VTR,Велико Търново,Елена,BG321
65646,Светулка,Svetulka,село,KRZ,Кърджали,Ардино,BG425
65650,Свещари,Sveshtari,село,RAZ,Разград,Исперих,BG324
65663,Свидня,Svidnya,село,SFO,София,Своге,BG412
65677,Свиленград,Svilengrad,град,HKV,Хасково,Свиленград,BG422
65680,Свинарски дол,Svinarski dol,село,GAB,Габрово,Габрово,BG322
65704,Свирачи,Svirachi,село,HKV,Хасково,Ивайловград,BG422
65721,Свирково,Svirkovo,село,HKV,Хасково,Симеоновград,BG422
65735,Свирци,Svirtsi,село,GAB,Габрово,Трявна,BG322
65752,Свирчово,Svirchovo,село,TGV,Търговище,Антоново,BG334
65766,Свищов,Svishtov,град,VTR,Велико Търново,Свищов,BG321
65783,Свобода,Svoboda,село,BGS,Бургас,Камено,BG341
65797,Свобода,Svoboda,село,KRZ,Кърджали,Момчилград,BG425
65807,Свобода,Svoboda,село,PAZ,Пазарджик,Стрелча,BG423
65810,Свобода,Svoboda,село,SZR,Стара Загора,Чирпан,BG344
65824,Свобода,Svoboda,село,DOB,Добрич,Добрич-селска,BG332
65838,Свободен,Svoboden,село,SZR,Стара Загора,Раднево,BG344
65841,Свободиново,Svobodinovo,село,KRZ,Кърджали,Черноочене,BG425
65855,Свободица,Svoboditsa,село,TGV,Търговище,Антоново,BG334
65869,Своге,Svoge,град,SFO,София,Своге,BG412
65872,Своде,Svode,село,SFO,София,Правец,BG412
65886,Севар,Sevar,село,RAZ,Разград,Кубрат,BG324
65890,Севдалина,Sevdalina,село,KRZ,Кърджали,Кърджали,BG425
65906,Северняк,Severnyak,село,DOB,Добрич,Крушари,BG332
65913,Северци,Severtsi,село,DOB,Добрич,Крушари,BG332
65927,Севлиево,Sevlievo,град,GAB,Габрово,Севлиево,BG322
65930,Седелец,Sedelets,село,BLG,Благоевград,Струмяни,BG413
65944,Седефче,Sedefche,село,KRZ,Кърджали,Момчилград,BG425
65958,Седларево,Sedlarevo,село,SLV,Сливен,Котел,BG342
65961,Седлари,Sedlari,село,KRZ,Кърджали,Момчилград,BG425
65975,Седловина,Sedlovina,село,KRZ,Кърджали,Кърджали,BG425
65989,Седянковци,Sedyankovtsi,село,GAB,Габрово,Габрово,BG322
65992,Сейдол,Seydol,село,RAZ,Разград,Лозница,BG324
66007,Сейковци,Seykovtsi,село,GAB,Габрово,Габрово,BG322
66010,Сеймените,Seymenite,село,VTR,Велико Търново,Велико Търново,BG321
66024,Секирка,Sekirka,село,KRZ,Кърджали,Кирково,BG425
66038,Секулово,Sekulovo,село,SLS,Силистра,Дулово,BG325
66041,Селиминово,Seliminovo,село,SLV,Сливен,Сливен,BG342
66055,Селище,Selishte,село,BLG,Благоевград,Благоевград,BG413
66069,Селище,Selishte,село,SML,Смолян,Смолян,BG424
66072,Селищен дол,Selishten dol,село,PER,Перник,Перник,BG414
66086,Селска поляна,Selska polyana,село,HKV,Хасково,Маджарово,BG422
66103,Селце,Seltse,село,SZR,Стара Загора,Мъглиж,BG344
66113,Селце,Seltse,село,DOB,Добрич,Каварна,BG332
66127,Селци,Seltsi,село,PDV,Пловдив,Садово,BG421
66130,Селча,Selcha,село,SML,Смолян,Девин,BG424
66144,Селянин,Selyanin,село,SFO,София,Ихтиман,BG412
66158,Семерджиево,Semerdzhievo,село,RSE,Русе,Русе,BG323
66161,Семерджиите,Semerdzhiite,село,GAB,Габрово,Габрово,BG322
66175,Семерци,Semertsi,село,TGV,Търговище,Антоново,BG334
66189,Семковци,Semkovtsi,село,VTR,Велико Търново,Велико Търново,BG321
66202,Семчиново,Semchinovo,село,PAZ,Пазарджик,Септември,BG423
66216,Сенник,Sennik,село,GAB,Габрово,Севлиево,BG322
66229,Сеново,Senovo,град,RSE,Русе,Ветово,BG323
66233,Сеноклас,Senoklas,село,HKV,Хасково,Маджарово,BG422
66247,Сенокос,Senokos,село,BLG,Благоевград,Симитли,BG413
66250,Сенокос,Senokos,село,DOB,Добрич,Балчик,BG332
66264,Септември,Septemvri,град,PAZ,Пазарджик,Септември,BG423
66278,Септемврийци,Septemvriytsi,село,VID,Видин,Димово,BG311
66281,Септемврийци,Septemvriytsi,село,DOB,Добрич,Каварна,BG332
66295,Сеслав,Seslav,село,RAZ,Разград,Кубрат,BG324
66319,Сестримо,Sestrimo,село,PAZ,Пазарджик,Белово,BG423
66322,Богородица,Bogoroditsa,село,BLG,Благоевград,Петрич,BG413
66336,Сестринско,Sestrinsko,село,KRZ,Кърджали,Кърджали,BG425
66344,Сечен камък,Sechen kamak,село,GAB,Габрово,Трявна,BG322
66353,Сечище,Sechishte,село,SHU,Шумен,Нови пазар,BG333
66370,Сива река,Siva reka,село,HKV,Хасково,Свиленград,BG422
66384,Сивино,Sivino,село,SML,Смолян,Смолян,BG424
66398,Сив кладенец,Siv kladenets,село,HKV,Хасково,Ивайловград,BG422
66408,Сигмен,Sigmen,село,BGS,Бургас,Карнобат,BG341
66411,Силен,Silen,село,HKV,Хасково,Стамболово,BG422
66425,Силистра,Silistra,град,SLS,Силистра,Силистра,BG325
66439,Симеоновец,Simeonovets,село,PAZ,Пазарджик,Септември,BG423
66442,Цар Симеоново,Tsar Simeonovo,село,VID,Видин,Видин,BG311
66456,Симеоново,Simeonovo,село,JAM,Ямбол,Тунджа,BG343
66460,Симитли,Simitli,град,BLG,Благоевград,Симитли,BG413
66473,Синаговци,Sinagovtsi,село,VID,Видин,Видин,BG311
66487,Синапово,Sinapovo,село,HKV,Хасково,Тополовград,BG422
66490,Синдел,Sindel,село,VAR,Варна,Аврен,BG331
66500,Синделци,Sindeltsi,село,KRZ,Кърджали,Момчилград,BG425
66528,Синеморец,Sinemorets,село,BGS,Бургас,Царево,BG341
66531,Сини вир,Sini vir,село,SHU,Шумен,Каолиново,BG333
66545,Синигер,Siniger,село,KRZ,Кърджали,Крумовград,BG425
66559,Синитово,Sinitovo,село,PAZ,Пазарджик,Пазарджик,BG423
66562,Синчец,Sinchets,село,KRZ,Кърджали,Ардино,BG425
66576,Синьо бърдо,Sinyo bardo,село,VRC,Враца,Роман,BG313
66585,Синьо камене,Sinyo kamene,село,BGS,Бургас,Средец,BG341
66593,Синя вода,Sinya voda,село,RAZ,Разград,Лозница,BG324
66603,Сипей,Sipey,село,KRZ,Кърджали,Кърджали,BG425
66617,Сираково,Sirakovo,село,VRC,Враца,Борован,BG313
66620,Сираково,Sirakovo,село,DOB,Добрич,Генерал Тошево,BG332
66634,Сираково,Sirakovo,село,HKV,Хасково,Минерални бани,BG422
66648,Сирищник,Sirishtnik,село,PER,Перник,Ковачевци,BG414
66651,Ситово,Sitovo,село,PDV,Пловдив,Родопи,BG421
66665,Ситово,Sitovo,село,SLS,Силистра,Ситово,BG325
66679,Ситово,Sitovo,село,JAM,Ямбол,Болярово,BG343
66682,Скала,Skala,село,BGS,Бургас,Сунгурларе,BG341
66696,Скала,Skala,село,SLS,Силистра,Дулово,BG325
66706,Скалак,Skalak,село,BGS,Бургас,Руен,BG341
66716,Скалак,Skalak,село,KRZ,Кърджали,Крумовград,BG425
66723,Скалина,Skalina,село,KRZ,Кърджали,Джебел,BG425
66737,Скалица,Skalitsa,село,JAM,Ямбол,Тунджа,BG343
66740,Скалище,Skalishte,село,KRZ,Кърджали,Кърджали,BG425
66754,Скална глава,Skalna glava,село,KRZ,Кърджали,Кърджали,BG425
66768,Скалско,Skalsko,село,GAB,Габрово,Дряново,BG322
66771,Скандалото,Skandaloto,село,LOV,Ловеч,Априлци,BG315
66785,Склаве,Sklave,село,BLG,Благоевград,Сандански,BG413
66799,Скобелево,Skobelevo,село,LOV,Ловеч,Ловеч,BG315
66809,Скобелево,Skobelevo,село,PDV,Пловдив,Родопи,BG421
66812,Скобелево,Skobelevo,село,SLV,Сливен,Сливен,BG342
66826,Скобелево,Skobelevo,село,SZR,Стара Загора,Павел баня,BG344
66831,Скобелево,Skobelevo,село,HKV,Хасково,Димитровград,BG422
66843,Скомля,Skomlya,село,VID,Видин,Димово,BG311
66857,Скорците,Skortsite,село,GAB,Габрово,Трявна,BG322
66860,Скравена,Skravena,село,SFO,София,Ботевград,BG412
66874,Скребатно,Skrebatno,село,BLG,Благоевград,Гърмен,BG413
66888,Скрино,Skrino,село,KNL,Кюстендил,Бобошево,BG415
66891,Скриняно,Skrinyano,село,KNL,Кюстендил,Кюстендил,BG415
66901,Скрът,Skrat,село,BLG,Благоевград,Петрич,BG413
66915,Скутаре,Skutare,село,PDV,Пловдив,Марица,BG421
66929,Скърбино,Skarbino,село,KRZ,Кърджали,Кърджали,BG425
66932,Славеево,Slaveevo,село,HKV,Хасково,Ивайловград,BG422
66946,Славеево,Slaveevo,село,DOB,Добрич,Добрич-селска,BG332
66957,Славейно,Slaveyno,село,SML,Смолян,Смолян,BG424
66963,Славейково,Slaveykovo,село,VAR,Варна,Провадия,BG331
66977,Славейково,Slaveykovo,село,GAB,Габрово,Дряново,BG322
66980,Славейково,Slaveykovo,село,JAM,Ямбол,Елхово,BG343
67009,Славовица,Slavovitsa,село,PAZ,Пазарджик,Септември,BG423
67012,Славовица,Slavovitsa,село,PVN,Плевен,Долна Митрополия,BG314
67043,Славотин,Slavotin,село,MON,Монтана,Монтана,BG312
67057,Славщица,Slavshtitsa,село,LOV,Ловеч,Угърчин,BG315
67060,Славяни,Slavyani,село,LOV,Ловеч,Ловеч,BG315
67074,Славянин,Slavyanin,село,SZR,Стара Загора,Братя Даскалови,BG344
67088,Славяново,Slavyanovo,град,PVN,Плевен,Плевен,BG314
