ekatte_code,settlement_name_bg,settlement_name_en,settlement_type,oblast_code,oblast_name_bg,obshtina_name_bg,nuts3_code
00014,Абланица,Ablanitsa,село,BLG,Благоевград,Хаджидимово,BG413
00028,Абланица,Ablanitsa,село,LOV,Ловеч,Ловеч,BG315
00031,Абрит,Abrit,село,DOB,Добрич,Крушари,BG332
00045,Мокрен,Mokren,село,SLV,Сливен,Котел,BG342
00059,Аврамово,Avramovo,село,BLG,Благоевград,Якоруда,BG413
00062,Аврамово,Avramovo,село,KRZ,Кърджали,Ардино,BG425
00084,Аврен,Avren,село,VAR,Варна,Аврен,BG331
00093,Аврен,Avren,село,KRZ,Кърджали,Крумовград,BG425
00103,Агатово,Agatovo,село,GAB,Габрово,Севлиево,BG322
00117,Азманите,Azmanite,село,GAB,Габрово,Трявна,BG322
00120,Върбен,Varben,село,KRZ,Кърджали,Кирково,BG425
00134,Изгрев,Izgrev,село,BLG,Благоевград,Благоевград,BG413
00148,Айрово,Ayrovo,село,KRZ,Кърджали,Кърджали,BG425
00151,Айтос,Aytos,град,BGS,Бургас,Айтос,BG341
00165,Аканджиево,Akandzhievo,село,PAZ,Пазарджик,Белово,BG423
00179,Акациево,Akatsievo,село,VID,Видин,Видин,BG311
00182,Аксаково,Aksakovo,град,VAR,Варна,Аксаково,BG331
00196,Аламовци,Alamovtsi,село,SML,Смолян,Златоград,BG424
00206,Албанци,Albantsi,село,KRZ,Кърджали,Джебел,BG425
00215,Алваново,Alvanovo,село,TGV,Търговище,Търговище,BG334
00223,Алдомировци,Aldomirovtsi,село,SFO,София,Сливница,BG412
00237,Алеково,Alekovo,село,VTR,Велико Търново,Свищов,BG321
00240,Алеково,Alekovo,село,SLS,Силистра,Алфатар,BG325
00254,Алеко Константиново,Aleko Konstantinovo,село,PAZ,Пазарджик,Пазарджик,BG423
00268,Александрия,Aleksandria,село,DOB,Добрич,Крушари,BG332
00271,Александрово,Aleksandrovo,село,BGS,Бургас,Поморие,BG341
00285,Александрово,Aleksandrovo,село,VTR,Велико Търново,Свищов,BG321
00299,Александрово,Aleksandrovo,село,LOV,Ловеч,Ловеч,BG315
00309,Александрово,Aleksandrovo,село,SZR,Стара Загора,Павел баня,BG344
00312,Александрово,Aleksandrovo,село,TGV,Търговище,Търговище,BG334
00326,Александрово,Aleksandrovo,село,HKV,Хасково,Хасково,BG422
00330,Александрово,Aleksandrovo,село,SHU,Шумен,Смядово,BG333
00343,Александрово,Aleksandrovo,село,JAM,Ямбол,Стралджа,BG343
00357,Нови Искър,Novi Iskar,град,SOF,София (столица),Столична,BG411
00360,Александър Стамболийски,Aleksandar Stamboliyski,село,DOB,Добрич,Генерал Тошево,BG332
00374,Самуилово,Samuilovo,село,DOB,Добрич,Добрич-селска,BG332
00388,Алиговска,Aligovska,село,SML,Смолян,Смолян,BG424
00391,Алино,Alino,село,SFO,София,Самоков,BG412
00401,Алтимир,Altimir,село,VRC,Враца,Бяла Слатина,BG313
00415,Алфатар,Alfatar,град,SLS,Силистра,Алфатар,BG325
00429,Алцек,Altsek,село,DOB,Добрич,Добрич-селска,BG332
00432,Ангеларий,Angelariy,село,DOB,Добрич,Тервел,BG332
00446,Ангел войвода,Angel voyvoda,село,HKV,Хасково,Минерални бани,BG422
00456,Ангелов,Angelov,село,GAB,Габрово,Габрово,BG322
00480,Анево,Anevo,село,PDV,Пловдив,Сопот,BG421
00494,Антимово,Antimovo,село,SLS,Силистра,Тутракан,BG325
00504,Антон,Anton,село,SFO,София,Антон,BG412
00518,Антоново,Antonovo,град,TGV,Търговище,Антоново,BG334
00521,Аплаци,Aplatsi,село,VTR,Велико Търново,Елена,BG321
00549,Априлово,Aprilovo,село,SFO,София,Горна Малина,BG412
00552,Априлово,Aprilovo,село,SZR,Стара Загора,Гълъбово,BG344
00566,Априлово,Aprilovo,село,TGV,Търговище,Попово,BG334
00571,Априлци,Apriltsi,село,PAZ,Пазарджик,Пазарджик,BG423
00583,Арбанаси,Arbanasi,село,VTR,Велико Търново,Велико Търново,BG321
00597,Арда,Arda,село,SML,Смолян,Смолян,BG424
00607,Ардино,Ardino,град,KRZ,Кърджали,Ардино,BG425
00610,Арзан,Arzan,село,PER,Перник,Брезник,BG414
00624,Арковна,Arkovna,село,VAR,Варна,Дългопол,BG331
00638,Армените,Armenite,село,GAB,Габрово,Габрово,BG322
00641,Армянковци,Armyankovtsi,село,GAB,Габрово,Трявна,BG322
00655,Арнаутито,Arnautito,село,SZR,Стара Загора,Стара Загора,BG344
00669,Арпаджик,Arpadzhik,село,SML,Смолян,Мадан,BG424
00672,Арчар,Archar,село,VID,Видин,Димово,BG311
00697,Асен,Asen,село,SZR,Стара Загора,Павел баня,BG344
00702,Асеновград,Asenovgrad,град,PDV,Пловдив,Асеновград,BG421
00713,Асеновец,Asenovets,село,SLV,Сливен,Нова Загора,BG342
00730,Асеново,Asenovo,село,VTR,Велико Търново,Стражица,BG321
00744,Асеново,Asenovo,село,PVN,Плевен,Никопол,BG314
00758,Асеново,Asenovo,село,JAM,Ямбол,Тунджа,BG343
00761,Асеновци,Asenovtsi,село,PVN,Плевен,Левски,BG314
00775,Аспарухово,Asparuhovo,село,BGS,Бургас,Карнобат,BG341
00789,Аспарухово,Asparuhovo,село,VAR,Варна,Дългопол,BG331
00792,Аспарухово,Asparuhovo,село,MON,Монтана,Медковец,BG312
00802,Аспарухово,Asparuhovo,село,PVN,Плевен,Левски,BG314
00816,Атолово,Atolovo,село,JAM,Ямбол,Стралджа,BG343
00828,Ауста,Austa,село,KRZ,Кърджали,Момчилград,BG425
00833,Ахелой,Aheloy,град,BGS,Бургас,Поморие,BG341
00847,Ахматово,Ahmatovo,село,PDV,Пловдив,Садово,BG421
00850,Гълъбово,Galabovo,село,SML,Смолян,Баните,BG424
00864,Ахрянско,Ahryansko,село,KRZ,Кърджали,Ардино,BG425
00878,Ахтопол,Ahtopol,град,BGS,Бургас,Царево,BG341
00881,Абланица,Ablanitsa,село,PAZ,Пазарджик,Велинград,BG423
00895,Айдемир,Aydemir,село,SLS,Силистра,Силистра,BG325
00905,Априлци,Apriltsi,село,KRZ,Кърджали,Кирково,BG425
00919,Антимово,Antimovo,село,VID,Видин,Видин,BG311
02021,Баба Тонка,Baba Tonka,село,TGV,Търговище,Попово,BG334
02035,Бабек,Babek,село,PDV,Пловдив,Брезово,BG421
02049,Бабино,Babino,село,KNL,Кюстендил,Бобов дол,BG415
02052,Бабинска река,Babinska reka,село,KNL,Кюстендил,Бобов дол,BG415
02066,Бабица,Babitsa,село,PER,Перник,Брезник,BG414
02076,Баблон,Bablon,село,SML,Смолян,Смолян,BG424
02083,Бабово,Babovo,село,RSE,Русе,Сливо поле,BG323
02097,Бабук,Babuk,село,SLS,Силистра,Силистра,BG325
02107,Бабяк,Babyak,село,BLG,Благоевград,Белица,BG413
02110,Багалевци,Bagalevtsi,село,VTR,Велико Търново,Елена,BG321
02124,Багра,Bagra,село,KRZ,Кърджали,Кърджали,BG425
02138,Багренци,Bagrentsi,село,KNL,Кюстендил,Кюстендил,BG415
02141,Багрилци,Bagriltsi,село,KRZ,Кърджали,Крумовград,BG425
02155,Багрянка,Bagryanka,село,KRZ,Кърджали,Момчилград,BG425
02169,Бадевци,Badevtsi,село,VTR,Велико Търново,Елена,BG321
02172,Бадино,Badino,село,KNL,Кюстендил,Бобошево,BG415
02191,Баевци,Baevtsi,село,VTR,Велико Търново,Елена,BG321
02207,Баевци,Baevtsi,село,GAB,Габрово,Габрово,BG322
02213,Баждари,Bazhdari,село,VTR,Велико Търново,Елена,BG321
02227,Байкал,Baykal,село,PVN,Плевен,Долна Митрополия,BG314
02230,Байкалско,Baykalsko,село,PER,Перник,Радомир,BG414
02244,Байково,Baykovo,село,SHU,Шумен,Хитрино,BG333
02258,Байлово,Baylovo,село,SFO,София,Горна Малина,BG412
02261,Бакалите,Bakalite,село,KRZ,Кърджали,Черноочене,BG425
02289,Бакьово,Bakyovo,село,SFO,София,Своге,BG412
02292,Балабаново,Balabanovo,село,KRZ,Кърджали,Момчилград,BG425
02302,Балабанско,Balabansko,село,LOV,Ловеч,Троян,BG315
02333,Балалея,Balaleya,село,GAB,Габрово,Дряново,BG322
02347,Баланите,Balanite,село,GAB,Габрово,Габрово,BG322
02350,Баланово,Balanovo,село,KNL,Кюстендил,Дупница,BG415
02364,Балван,Balvan,село,VTR,Велико Търново,Велико Търново,BG321
02378,Балванците,Balvantsite,село,GAB,Габрово,Дряново,BG322
02381,Балдево,Baldevo,село,BLG,Благоевград,Гърмен,BG413
02395,Балей,Baley,село,VID,Видин,Брегово,BG311
02405,Балик,Balik,село,DOB,Добрич,Тервел,BG332
02419,Балиновци,Balinovtsi,село,GAB,Габрово,Габрово,BG322
02436,Балкан,Balkan,село,HKV,Хасково,Стамболово,BG422
02448,Балканец,Balkanets,село,LOV,Ловеч,Троян,BG315
02453,Балкан махала,Balkan mahala,село,PDV,Пловдив,Лъки,BG421
02467,Балкански,Balkanski,село,RAZ,Разград,Разград,BG324
02470,Балканци,Balkantsi,село,VTR,Велико Търново,Стражица,BG321
02484,Балканци,Balkantsi,село,DOB,Добрич,Генерал Тошево,BG332
02498,Балуци,Balutsi,село,VTR,Велико Търново,Елена,BG321
02508,Балчик,Balchik,град,DOB,Добрич,Балчик,BG332
02511,Балша,Balsha,село,SOF,София (столица),Столична,BG411
02539,Бальовци,Balyovtsi,село,SFO,София,Ихтиман,BG412
02542,Балювица,Balyuvitsa,село,MON,Монтана,Берковица,BG312
02556,Банари,Banari,село,GAB,Габрово,Дряново,BG322
02563,Бангейци,Bangeytsi,село,GAB,Габрово,Трявна,BG322
02587,Баниска,Baniska,село,RSE,Русе,Две могили,BG323
02590,Баница,Banitsa,село,VRC,Враца,Враца,BG313
02600,Баничан,Banichan,село,BLG,Благоевград,Гоце Делчев,BG413
02614,Банище,Banishte,село,PER,Перник,Брезник,BG414
02628,Банковец,Bankovets,село,TGV,Търговище,Антоново,BG334
02631,Банковци,Bankovtsi,село,GAB,Габрово,Габрово,BG322
02645,Банкя,Bankya,село,PER,Перник,Трън,BG414
02659,Банкя,Bankya,град,SOF,София (столица),Столична,BG411
02662,Баново,Banovo,село,VAR,Варна,Суворово,BG331
02676,Банско,Bansko,град,BLG,Благоевград,Банско,BG413
02689,Банчовци,Banchovtsi,село,SFO,София,Ихтиман,BG412
02693,Баня,Banya,село,BLG,Благоевград,Разлог,BG413
02703,Баня,Banya,село,BGS,Бургас,Несебър,BG341
02717,Баня,Banya,село,PAZ,Пазарджик,Панагюрище,BG423
02720,Баня,Banya,град,PDV,Пловдив,Карлово,BG421
02734,Баня,Banya,село,SLV,Сливен,Нова Загора,BG342
02748,Бараково,Barakovo,село,KNL,Кюстендил,Кочериново,BG415
02751,Бараци,Baratsi,село,KRZ,Кърджали,Крумовград,BG425
02765,Детелина,Detelina,село,BGS,Бургас,Карнобат,BG341
02779,Барутин,Barutin,село,SML,Смолян,Доспат,BG424
02782,Горна Арда,Gorna Arda,село,SML,Смолян,Смолян,BG424
02796,Басарбово,Basarbovo,село,RSE,Русе,Русе,BG323
02806,Баскалци,Baskaltsi,село,BLG,Благоевград,Петрич,BG413
02810,Бата,Bata,село,BGS,Бургас,Поморие,BG341
02823,Батак,Batak,село,VTR,Велико Търново,Павликени,BG321
02837,Батак,Batak,град,PAZ,Пазарджик,Батак,BG423
02854,Батин,Batin,село,RSE,Русе,Борово,BG323
02868,Батишница,Batishnitsa,село,RSE,Русе,Две могили,BG323
02871,Батово,Batovo,село,DOB,Добрич,Добрич-селска,BG332
02885,Батошево,Batoshevo,село,GAB,Габрово,Севлиево,BG322
02899,Батулия,Batulia,село,SFO,София,Своге,BG412
02909,Батулци,Batultsi,село,LOV,Ловеч,Ябланица,BG315
02912,Баурене,Baurene,село,VRC,Враца,Криводол,BG313
02926,Бахалин,Bahalin,село,SFO,София,Сливница,BG412
02935,Баховица,Bahovitsa,село,LOV,Ловеч,Ловеч,BG315
02943,Бахреци,Bahretsi,село,GAB,Габрово,Трявна,BG322
02957,Бацова махала,Batsova mahala,село,PVN,Плевен,Никопол,BG314
02960,Бачево,Bachevo,село,BLG,Благоевград,Разлог,BG413
02974,Бачково,Bachkovo,село,PDV,Пловдив,Асеновград,BG421
02988,Букаците,Bukatsite,село,SML,Смолян,Смолян,BG424
02991,Башево,Bashevo,село,KRZ,Кърджали,Ардино,BG425
03006,Бащино,Bashtino,село,KRZ,Кърджали,Кърджали,BG425
03017,Бащино,Bashtino,село,SLS,Силистра,Главиница,BG325
03023,Бащино,Bashtino,село,SZR,Стара Загора,Опан,BG344
03037,Баячево,Bayachevo,село,TGV,Търговище,Търговище,BG334
03040,Бдинци,Bdintsi,село,DOB,Добрич,Добрич-селска,BG332
03054,Беброво,Bebrovo,село,VTR,Велико Търново,Елена,BG321
03068,Беглеж,Beglezh,село,PVN,Плевен,Плевен,BG314
03085,Бегово,Begovo,село,PDV,Пловдив,Калояново,BG421
03099,Бегуновци,Begunovtsi,село,PER,Перник,Брезник,BG414
03109,Бегунци,Beguntsi,село,PDV,Пловдив,Карлово,BG421
03112,Беден,Beden,село,SML,Смолян,Девин,BG424
03126,Беджене,Bedzhene,село,SHU,Шумен,Нови пазар,BG333
03143,Бежаново,Bezhanovo,село,LOV,Ловеч,Луковит,BG315
03157,Бежаново,Bezhanovo,село,DOB,Добрич,Генерал Тошево,BG332
03174,Безводица,Bezvoditsa,село,DOB,Добрич,Балчик,BG332
03188,Безводно,Bezvodno,село,KRZ,Кърджали,Черноочене,BG425
03191,Безден,Bezden,село,SFO,София,Костинброд,BG412
03201,Безденица,Bezdenitsa,село,MON,Монтана,Монтана,BG312
03215,Безмер,Bezmer,село,DOB,Добрич,Тервел,BG332
03229,Безмер,Bezmer,село,JAM,Ямбол,Тунджа,BG343
03232,Бейковци,Beykovtsi,село,VTR,Велико Търново,Елена,BG321
03246,Бекриите,Bekriite,село,GAB,Габрово,Габрово,BG322
03258,Каменец,Kamenets,село,KRZ,Кърджали,Момчилград,BG425
03263,Бела,Bela,село,VID,Видин,Димово,BG311
03277,Беланица,Belanitsa,село,PER,Перник,Радомир,BG414
03280,Бела Рада,Bela Rada,село,VID,Видин,Видин,BG311
03294,Беласица,Belasitsa,село,BLG,Благоевград,Петрич,BG413
03304,Белащица,Belashtitsa,село,PDV,Пловдив,Родопи,BG421
03318,Белгун,Belgun,село,DOB,Добрич,Каварна,BG332
03321,Белев дол,Belev dol,село,SML,Смолян,Смолян,BG424
03335,Белевехчево,Belevehchevo,село,BLG,Благоевград,Сандански,BG413
03349,Белеврен,Belevren,село,BGS,Бургас,Средец,BG341
03366,Белене,Belene,град,PVN,Плевен,Белене,BG314
03373,Беленци,Belentsi,село,LOV,Ловеч,Луковит,BG315
03383,Бели брег,Beli breg,село,MON,Монтана,Бойчиновци,BG312
03397,Бели брод,Beli brod,село,MON,Монтана,Бойчиновци,BG312
03407,Бели бряг,Beli bryag,село,SZR,Стара Загора,Раднево,BG344
03410,Бели вир,Beli vir,село,KRZ,Кърджали,Черноочене,BG425
03424,Бели дол,Beli dol,село,HKV,Хасково,Ивайловград,BG422
03438,Бели извор,Beli izvor,село,VRC,Враца,Враца,BG313
03441,Бели Искър,Beli Iskar,село,SFO,София,Самоков,BG412
03455,Белила,Belila,село,BGS,Бургас,Средец,BG341
03469,Белимел,Belimel,село,MON,Монтана,Чипровци,BG312
03472,Белинци,Belintsi,село,RAZ,Разград,Исперих,BG324
03486,Бели Осъм,Beli Osam,село,LOV,Ловеч,Троян,BG315
03499,Бели пласт,Beli plast,село,KRZ,Кърджали,Кърджали,BG425
03504,Белица,Belitsa,град,BLG,Благоевград,Белица,BG413
03513,Белица,Belitsa,село,GAB,Габрово,Трявна,BG322
03527,Белица,Belitsa,село,SLS,Силистра,Тутракан,BG325
03530,Белица,Belitsa,село,PDV,Пловдив,Лъки,BG421
03544,Белица,Belitsa,село,HKV,Хасково,Любимец,BG422
03558,Белиш,Belish,село,LOV,Ловеч,Троян,BG315
03561,Бел камен,Bel kamen,село,BLG,Благоевград,Якоруда,BG413
03575,Беловец,Belovets,село,RAZ,Разград,Кубрат,BG324
03589,Беловица,Belovitsa,село,PDV,Пловдив,Хисаря,BG421
03592,Белово,Belovo,град,PAZ,Пазарджик,Белово,BG423
03602,Белоградец,Belogradets,село,VAR,Варна,Ветрино,BG331
03616,Белоградчик,Belogradchik,град,VID,Видин,Белоградчик,BG311
03620,Белозем,Belozem,село,PDV,Пловдив,Раковски,BG421
03633,Белокопитово,Belokopitovo,село,SHU,Шумен,Шумен,BG333
03647,Беломорци,Belomortsi,село,TGV,Търговище,Омуртаг,BG334
03650,Беломъжите,Belomazhite,село,GAB,Габрово,Габрово,BG322
03664,Бело поле,Belo pole,село,BLG,Благоевград,Благоевград,BG413
03678,Бело поле,Belo pole,село,VID,Видин,Ружинци,BG311
03681,Белополци,Belopoltsi,село,HKV,Хасково,Ивайловград,BG422
03695,Белополяне,Belopolyane,село,HKV,Хасково,Ивайловград,BG422
03705,Белопопци,Belopoptsi,село,SFO,София,Горна Малина,BG412
03719,Белослав,Beloslav,град,VAR,Варна,Белослав,BG331
03722,Белотинци,Belotintsi,село,MON,Монтана,Монтана,BG312
03736,Долно Белотинци,Dolno Belotintsi,село,MON,Монтана,Монтана,BG312
03745,Белцов,Beltsov,село,RSE,Русе,Ценово,BG323
03753,Белчевци,Belchevtsi,село,VTR,Велико Търново,Велико Търново,BG321
03767,Белчин,Belchin,село,SFO,София,Самоков,BG412
03770,Белчински бани,Belchinski bani,село,SFO,София,Самоков,BG412
03784,Бельово,Belyovo,село,BLG,Благоевград,Сандански,BG413
03798,Беляковец,Belyakovets,село,VTR,Велико Търново,Велико Търново,BG321
03808,Беляново,Belyanovo,село,RSE,Русе,Ценово,BG323
03811,Бенковски,Benkovski,село,VAR,Варна,Аврен,BG331
03825,Бенковски,Benkovski,село,KRZ,Кърджали,Кирково,BG425
03839,Бенковски,Benkovski,село,PDV,Пловдив,Марица,BG421
03842,Бенковски,Benkovski,село,SFO,София,Мирково,BG412
03856,Бенковски,Benkovski,село,SZR,Стара Загора,Стара Загора,BG344
03860,Бенковски,Benkovski,село,DOB,Добрич,Добрич-селска,BG332
03873,Берайнци,Berayntsi,село,PER,Перник,Трън,BG414
03887,Беренде,Berende,село,PER,Перник,Земен,BG414
03890,Беренде,Berende,село,SFO,София,Драгоман,BG412
03900,Беренде извор,Berende izvor,село,SFO,София,Драгоман,BG412
03914,Бериево,Berievo,село,GAB,Габрово,Севлиево,BG322
03928,Берковица,Berkovitsa,град,MON,Монтана,Берковица,BG312
03931,Берковски,Berkovski,село,TGV,Търговище,Попово,BG334
03945,Берковци,Berkovtsi,село,VTR,Велико Търново,Елена,BG321
03959,Бероново,Beronovo,село,BGS,Бургас,Сунгурларе,BG341
03962,Берсин,Bersin,село,KNL,Кюстендил,Кюстендил,BG415
03976,Беслен,Beslen,село,BLG,Благоевград,Хаджидимово,BG413
03986,Беснурка,Besnurka,село,KRZ,Кърджали,Черноочене,BG425
03993,Биволаре,Bivolare,село,PVN,Плевен,Долна Митрополия,BG314
04008,Биволяне,Bivolyane,село,KRZ,Кърджали,Момчилград,BG425
04011,Бижовци,Bizhovtsi,село,VTR,Велико Търново,Велико Търново,BG321
04025,Бижовци,Bizhovtsi,село,GAB,Габрово,Трявна,BG322
04039,Биково,Bikovo,село,SLV,Сливен,Сливен,BG342
04042,Билинци,Bilintsi,село,PER,Перник,Брезник,BG414
04056,Билка,Bilka,село,BGS,Бургас,Руен,BG341
04068,Билкини,Bilkini,село,GAB,Габрово,Дряново,BG322
04090,Било,Bilo,село,DOB,Добрич,Каварна,BG332
04100,Билянска,Bilyanska,село,SML,Смолян,Смолян,BG424
04114,Бинкос,Binkos,село,SLV,Сливен,Сливен,BG342
04128,Бисер,Biser,село,HKV,Хасково,Харманли,BG422
04131,Бисерци,Bisertsi,село,RAZ,Разград,Кубрат,BG324
04145,Бистра,Bistra,село,SLS,Силистра,Алфатар,BG325
04159,Бистра,Bistra,село,TGV,Търговище,Търговище,BG334
04162,Бистренци,Bistrentsi,село,RSE,Русе,Бяла,BG323
04176,Бистрец,Bistrets,село,BGS,Бургас,Средец,BG341
04193,Бистрец,Bistrets,село,DOB,Добрич,Крушари,BG332
04203,Бистрилица,Bistrilitsa,село,MON,Монтана,Берковица,BG312
04217,Бистрица,Bistritsa,село,BLG,Благоевград,Благоевград,BG413
04220,Бистрица,Bistritsa,село,KNL,Кюстендил,Дупница,BG415
04234,Бистрица,Bistritsa,село,SOF,София (столица),Столична,BG411
04248,Бистроглед,Bistrogled,село,KRZ,Кърджали,Ардино,BG425
04251,Благово,Blagovo,село,MON,Монтана,Монтана,BG312
04265,Благово,Blagovo,село,SHU,Шумен,Шумен,BG333
04279,Благоевград,Blagoevgrad,град,BLG,Благоевград,Благоевград,BG413
04282,Благоево,Blagoevo,село,VTR,Велико Търново,Стражица,BG321
04296,Благоево,Blagoevo,село,RAZ,Разград,Разград,BG324
04306,Благун,Blagun,село,KRZ,Кърджали,Крумовград,BG425
04314,Блажиево,Blazhievo,село,KNL,Кюстендил,Бобошево,BG415
04323,Блатец,Blatets,село,KNL,Кюстендил,Кюстендил,BG415
04337,Блатец,Blatets,село,SLV,Сливен,Сливен,BG342
04340,Блатешница,Blateshnitsa,село,PER,Перник,Земен,BG414
04354,Блатино,Blatino,село,KNL,Кюстендил,Дупница,BG415
04368,Блатница,Blatnitsa,село,PAZ,Пазарджик,Стрелча,BG423
04371,Блато,Blato,село,KNL,Кюстендил,Бобов дол,BG415
04399,Блатска,Blatska,село,BLG,Благоевград,Хаджидимово,BG413
04409,Бленика,Blenika,село,KRZ,Кърджали,Кърджали,BG425
04412,Близнак,Bliznak,село,BGS,Бургас,Малко Търново,BG341
04426,Близнаци,Bliznatsi,село,VAR,Варна,Аврен,BG331
04430,Близнаци,Bliznatsi,село,SHU,Шумен,Хитрино,BG333
04443,Близнец,Bliznets,село,SLV,Сливен,Твърдица,BG342
04457,Блъсково,Blaskovo,село,VAR,Варна,Провадия,BG331
04460,Блъсковци,Blaskovtsi,село,VTR,Велико Търново,Елена,BG321
04474,Боазът,Boazat,село,GAB,Габрово,Севлиево,BG322
04488,Бобевци,Bobevtsi,село,GAB,Габрово,Габрово,BG322
04491,Бобешино,Bobeshino,село,KNL,Кюстендил,Кюстендил,BG415
04501,Бобов дол,Bobov dol,град,KNL,Кюстендил,Бобов дол,BG415
04515,Бобовец,Bobovets,село,DOB,Добрич,Балчик,BG332
04529,Бобораци,Boboratsi,село,PER,Перник,Радомир,BG414
04532,Бобошево,Boboshevo,град,KNL,Кюстендил,Бобошево,BG415
04546,Бов,Bov,село,SFO,София,Своге,BG412
04555,Богатово,Bogatovo,село,GAB,Габрово,Севлиево,BG322
04563,Богдан,Bogdan,село,PDV,Пловдив,Карлово,BG421
04580,Богдан,Bogdan,село,DOB,Добрич,Добрич-селска,BG332
04594,Богданица,Bogdanitsa,село,PDV,Пловдив,Садово,BG421
04604,Богданлия,Bogdanlia,село,SFO,София,Елин Пелин,BG412
04618,Богданов дол,Bogdanov dol,село,PER,Перник,Перник,BG414
04621,Богданово,Bogdanovo,село,BGS,Бургас,Средец,BG341
04635,Богданово,Bogdanovo,село,SLV,Сливен,Нова Загора,BG342
04649,Богдановци,Bogdanovtsi,село,SFO,София,Ихтиман,BG412
04652,Богданско,Bogdansko,село,VTR,Велико Търново,Елена,BG321
04666,Богданци,Bogdantsi,село,RAZ,Разград,Самуил,BG324
04670,Богданци,Bogdantsi,село,SLS,Силистра,Главиница,BG325
04683,Богданчовци,Bogdanchovtsi,село,GAB,Габрово,Габрово,BG322
04697,Богойна,Bogoyna,село,PER,Перник,Трън,BG414
04707,Боголин,Bogolin,село,BLG,Благоевград,Сатовча,BG413
04724,Богомил,Bogomil,село,HKV,Хасково,Харманли,BG422
04738,Богомилово,Bogomilovo,село,SZR,Стара Загора,Стара Загора,BG344
04741,Богомилци,Bogomiltsi,село,RAZ,Разград,Самуил,BG324
04755,Богомолско,Bogomolsko,село,TGV,Търговище,Антоново,BG334
04772,Богорово,Bogorovo,село,SLS,Силистра,Силистра,BG325
04786,Богорово,Bogorovo,село,JAM,Ямбол,Стралджа,BG343
04796,Богослов,Bogoslov,село,KNL,Кюстендил,Кюстендил,BG415
04801,Богутево,Bogutevo,село,SML,Смолян,Чепеларе,BG424
04813,Богьовци,Bogyovtsi,село,SFO,София,Костинброд,BG412
04827,Боденец,Bodenets,село,VRC,Враца,Мездра,BG313
04830,Стамболово,Stambolovo,село,SFO,София,Ихтиман,BG412
04844,Бодрово,Bodrovo,село,HKV,Хасково,Димитровград,BG422
04861,Боево,Boevo,село,SML,Смолян,Рудозем,BG424
04892,Боерица,Boeritsa,село,SFO,София,Ихтиман,BG412
04902,Божак,Bozhak,село,KRZ,Кърджали,Кърджали,BG425
04916,Божан,Bozhan,село,DOB,Добрич,Тервел,BG332
04927,Божаново,Bozhanovo,село,DOB,Добрич,Шабла,BG332
04933,Бождово,Bozhdovo,село,BLG,Благоевград,Сандански,BG413
04947,Божевци,Bozhevtsi,село,SLV,Сливен,Сливен,BG342
04950,Боженица,Bozhenitsa,село,SFO,София,Ботевград,BG412
04964,Боженците,Bozhentsite,село,GAB,Габрово,Габрово,BG322
04981,Божичен,Bozhichen,село,RSE,Русе,Иваново,BG323
05009,Божурец,Bozhurets,село,DOB,Добрич,Каварна,BG332
05013,Божурица,Bozhuritsa,село,PVN,Плевен,Долна Митрополия,BG314
05027,Божурище,Bozhurishte,град,SFO,София,Божурище,BG412
05030,Божурка,Bozhurka,село,TGV,Търговище,Търговище,BG334
05044,Божурлук,Bozhurluk,село,PVN,Плевен,Левски,BG314
05058,Божурово,Bozhurovo,село,RAZ,Разград,Кубрат,BG324
05061,Божурово,Bozhurovo,село,DOB,Добрич,Добрич-селска,BG332
05075,Божурово,Bozhurovo,село,SHU,Шумен,Върбица,BG333
05089,Божурци,Bozhurtsi,село,KRZ,Кърджали,Черноочене,BG425
05092,Бозаджии,Bozadzhii,село,SLV,Сливен,Сливен,BG342
05102,Бозвелийско,Bozveliysko,село,VAR,Варна,Провадия,BG331
05124,Боил,Boil,село,SLS,Силистра,Дулово,BG325
05133,Лом Черковна,Lom Cherkovna,село,RSE,Русе,Бяла,BG323
05147,Бойковец,Boykovets,село,SFO,София,Етрополе,BG412
05150,Бойково,Boykovo,село,PDV,Пловдив,Родопи,BG421
05164,Бойковци,Boykovtsi,село,VTR,Велико Търново,Елена,BG321
05181,Бойник,Boynik,село,KRZ,Кърджали,Крумовград,BG425
05195,Бойница,Boynitsa,село,VID,Видин,Бойница,BG311
05205,Бойно,Boyno,село,KRZ,Кърджали,Кърджали,BG425
05219,Бойновци,Boynovtsi,село,GAB,Габрово,Габрово,BG322
05222,Бойчеви колиби,Boychevi kolibi,село,VTR,Велико Търново,Велико Търново,BG321
05236,Бойчиновци,Boychinovtsi,град,MON,Монтана,Бойчиновци,BG312
05240,Бойчовци,Boychovtsi,село,VTR,Велико Търново,Велико Търново,BG321
05253,Бокиловци,Bokilovtsi,село,MON,Монтана,Берковица,BG312
05267,Болтата,Boltata,село,GAB,Габрово,Габрово,BG322
05270,Болярино,Bolyarino,село,PDV,Пловдив,Раковски,BG421
05284,Болярово,Bolyarovo,град,JAM,Ямбол,Болярово,BG343
05298,Болярски извор,Bolyarski izvor,село,HKV,Хасково,Харманли,BG422
05308,Болярско,Bolyarsko,село,JAM,Ямбол,Тунджа,BG343
05311,Болярци,Bolyartsi,село,VAR,Варна,Аврен,BG331
05325,Болярци,Bolyartsi,село,KRZ,Кърджали,Кърджали,BG425
05339,Болярци,Bolyartsi,село,PDV,Пловдив,Садово,BG421
